SOURCE,LINEAR_FEATURE_ID,WATERBODY_POLY_ID,NAMED_WATERSHED_ID,GNIS_ID,GNIS_NAME,FWA_WATERSHED_CODE,WATERSHED_CODE_50K,AREA_HA,DOWNSTREAM_PATH,WATERBODY_TYPE,WATERSHED_GROUP_CODE,CENTROID_LATITUDE,CENTROID_LONGITUDE
BCFWA,701346153,,7008,10014,Anderson Creek,100-088370,100,2059.395402,Fraser River,Creek,HARR,49.18154802,-121.7341713
BCFWA,702285357,,10632,38945,Craibenn Creek,100-828548,100,781.5602927,Fraser River,Creek,MORK,53.32958573,-120.2525096
BCFWA,701650957,,11541,39325,Fraser River,100,100,23152373.95,,River,LFRA,52.34752826,-122.3282253
BCFWA,701348206,,9341,8009,Gravel Slough,100-072260,100,9550.817225,Fraser River,Slough,HARR,49.16814768,-121.8359145
BCFWA,702173789,,8046,25530,McGregor River,100-639480,100,552229.9136,Fraser River,River,MORK,54.18445259,-121.066942
BCFWA,701348609,,10050,23402,Norrish Creek,100-066153,100,12102.73932,Fraser River,Creek,HARR,49.26089504,-122.1167106
BCFWA,702172887,,8887,24796,Olsson Creek,100-632588,100,27339.80094,Fraser River,Creek,MORK,54.31048849,-122.1913724
BCFWA,701338261,,10697,22472,Wahleach Creek,100-100401,100,13024.79486,Fraser River,Creek,HARR,49.23690017,-121.5964851
BCFWA,701651557,,2846,29381,Woodward Slough,100-003688,100,905.2307998,Fraser River,Slough,LFRA,49.13338401,-123.1194395
BCFWA,701345208,,1619,15333,Harrison River,100-077501,110,842960.3545,Fraser River,River,HARR,50.09077575,-122.6060043
BCFWA,701706851,,9679,7631,Green River,100-077501-955583-455209,119,87483.08324,Lillooet River > Harrison River > Fraser River,River,LILL,50.22347049,-122.9940988
BCFWA,701687813,,3174,37303,Mowich Creek,100-077501-955583-618134,119,1684.935711,Lillooet River > Harrison River > Fraser River,Creek,LILL,50.53987641,-122.9927787
BCFWA,703314561,,8575,8675,South Thompson River,100-190442-999098,120,1748122.924,Thompson River > Fraser River,River,THOM,50.85781684,-119.1436754
BCFWA,701187600,,10267,39492,Thompson River,100-190442,120,5585653.894,Fraser River,River,FRCN,51.16879446,-120.0483589
BCFWA,703034419,,8400,33426,Little River,100-190442-999098-995997,128,1546811.251,South Thompson River > Thompson River > Fraser River,River,STHM,50.88772228,-119.0340931
BCFWA,703779691,,7700,17657,Avola Creek,100-190442-998192-563468,129,586.0073678,North Thompson River > Thompson River > Fraser River,Creek,UNTH,51.78220136,-119.3533669
BCFWA,703711762,,1716,15147,McAndrew Creek,100-190442-998192-966864,129,2276.911483,North Thompson River > Thompson River > Fraser River,Creek,UNTH,52.60535146,-119.6913866
BCFWA,703314577,,9650,24048,North Thompson River,100-190442-998192,129,2071733.008,Thompson River > Fraser River,River,THOM,51.87667147,-120.0648228
BCFWA,703732193,,6038,27102,Pyramid Creek,100-190442-998192-775095,129,3783.084128,North Thompson River > Thompson River > Fraser River,Creek,UNTH,52.34470846,-119.0788737
BCFWA,702137574,,2425,13744,Chilcotin River,100-342455,150,1964132.004,Fraser River,River,MFRA,51.84073104,-123.7739953
BCFWA,703422607,,7829,17538,Clusko River,100-342455-601474,150,45401.67616,Chilcotin River > Fraser River,River,UCHR,52.60939155,-124.1479081
BCFWA,701535738,,5059,3136,Zenzaco Creek,100-342455-242395,150,23415.16399,Chilcotin River > Fraser River,Creek,LCHR,52.03578357,-122.9412329
BCFWA,702383551,,4857,27867,Quesnel River,100-458399,160,1201333.206,Fraser River,River,NARC,52.63907897,-121.1853416
BCFWA,700844842,,7388,26104,West Road (Blackwater) River,100-500560,170,1239420.051,Fraser River,River,COTR,52.95299455,-123.9604351
BCFWA,703181940,,8886,16605,Nechako River,100-567134,180,4725395.696,Fraser River,River,TABR,54.10398668,-125.2679235
BCFWA,701444935,,1150,16236,Stuart River,100-567134-179319,182,1561731.354,Nechako River > Fraser River,River,LCHL,54.94959582,-125.1368076
BCFWA,702069639,,10698,6087,Huble Creek,100-639480-068949,190,5334.024472,Fraser River,Creek,MCGR,54.14979538,-121.7441941
BCFWA,702096152,,7990,17390,Jarvis Creek,100-639480-748069,190,36205.46833,McGregor River > Fraser River,Creek,MCGR,54.06902237,-120.4464822
BCFWA,44000265,,5,9891,Liard River,200-692231,210,14216297.5,,River,DUNE,58.85691102,-124.9553104
BCFWA,117002145,,3106,20973,Petitot River,200-692231-270936,211,1206555.715,Liard River,River,LPET,59.68660604,-121.5361566
BCFWA,44018028,,11572,11819,Fort Nelson River,200-692231-350733,212,5375985.364,Liard River,River,DUNE,58.26168469,-122.638887
BCFWA,8045975,,5309,11163,Beaver River,200-692231-387879,213,228920.5446,Liard River,River,BEAV,59.8824844,-124.9493834
BCFWA,8081492,,7608,25922,Toad River,200-692231-445633,214,730928.6047,Liard River,River,BEAV,58.71117646,-125.2991369
BCFWA,31029435,,10423,39275,Coal River,200-692231-576862,215,86827.81553,Liard River,River,COAL,59.84931738,-127.1171306
BCFWA,31031741,,4822,27892,Rabbit River,200-692231-583867,216,372020.4793,Liard River,River,COAL,59.0235135,-126.6732214
BCFWA,227120265,,4957,11401,Kechika River,200-692231-587311,217,2299479.667,Liard River,River,ULRD,58.63323744,-127.3970382
BCFWA,227020652,,1230,16080,Dease River,200-692231-708347,218,1464439.891,Liard River,River,ULRD,59.10388039,-129.533886
BCFWA,63000112,,11553,7406,Hay River,200-893458,220,900147.3736,,River,HAYR,58.74188119,-120.5745896
BCFWA,135010361,,9851,7401,Chinchaga River,200-893458-391602-786460,228,75380.9913,Hay River,River,MILL,57.37238428,-120.1775868
BCFWA,116012448,,10,14619,Peace River,200-948755,230,12748009.85,,River,LPCE,56.16190426,-123.2123518
BCFWA,116016950,,6342,2307,Kiskatinaw River,200-948755-789717,232,405311.0013,Peace River,River,LPCE,55.48050187,-120.5438467
BCFWA,116017131,,7,11109,Beatton River,200-948755-796981,233,1427379.465,Peace River,River,LPCE,56.94470995,-121.1077316
BCFWA,116014520,,10175,23217,Pine River,200-948755-808139,234,1349707.542,Peace River,River,LPCE,55.31243369,-121.5047412
BCFWA,234019943,,4792,36111,Halfway River,200-948755-837217,235,935781.653,Peace River,River,UPCE,56.67865223,-122.7149152
BCFWA,163043898,,9259,8127,Parsnip River,200-948755-936902,236,559659.7203,Peace River,River,PARA,54.84682958,-122.21951
BCFWA,163025126,,9427,7893,Nation River,200-948755-937012,237,692116.8618,Peace River,River,PARA,55.28778412,-124.5497383
BCFWA,48048639,,9092,8264,Omineca River,200-948755-944288,238,792791.5518,Peace River,River,FINA,55.93800419,-125.4032356
BCFWA,48006924,,9329,8018,Finlay River,200-948755-999851,239,1902407.408,Peace River,River,FINA,57.38130817,-125.9634356
BCFWA,50029758,,1504,15618,Firesteel River,200-948755-999851-819296,239,169045.0702,Finlay River > Peace River,River,FIRE,57.07266795,-127.3445529
BCFWA,706648356,,547,43981,Brisco Creek,300-951234,300,1398.164221,Columbia River,Creek,COLR,50.81951959,-116.2461946
BCFWA,706649895,,648,10087,Bryanton Creek,300-951932,300,1914.572084,Columbia River,Creek,COLR,50.7763164,-116.2684898
BCFWA,706601594,,899,7898,Bush River,300-863560,300,94106.05391,Columbia River,River,CLRH,51.92556837,-117.2575365
BCFWA,707008919,,7492,17830,Canyon Creek,300-912880,300,15491.75675,Columbia River,Creek,KHOR,51.24494727,-117.086002
BCFWA,707307800,,3026,37414,Columbia River,300,300,10284040.21,,River,LARL,50.27125696,-117.4977108
BCFWA,706987231,,3508,20635,Dejordy Creek,300-892783,300,401.0051526,Columbia River,Creek,KHOR,51.46310313,-117.1606812
BCFWA,707041910,,10332,22997,Spillimacheen River,300-941999,300,147960.7693,Columbia River,River,KHOR,50.99999499,-116.9166092
BCFWA,706702716,,9133,24621,Tatley Creek,300-986077,300,2889.342842,Columbia River,Creek,COLR,50.36998431,-115.8218458
BCFWA,706702988,,2910,29311,Tukats Creek,300-986077-153765,300,621.9077224,Tatley Creek > Columbia River,Creek,COLR,50.35439463,-115.8513684
BCFWA,706678345,,3937,28547,Wilmer Creek,300-969781,300,2548.085414,Columbia River,Creek,COLR,50.54701479,-116.1101126
BCFWA,707372607,,1468,32069,Okanagan River,300-432687,310,1551985.531,Columbia River,River,OKAN,49.59828506,-119.9520266
BCFWA,706965961,,4189,11984,Kettle River,300-571168,320,816938.1754,Columbia River,River,KETL,49.46551971,-118.7193714
BCFWA,707307645,,11567,4927,Pend-d'Oreille River,300-602565,330,304651.3147,Kootenay River > Columbia River,River,LARL,49.19596496,-115.8294488
BCFWA,707625693,,5765,19077,Findlay Creek,300-625474-763300,349,88536.50107,Kootenay River > Columbia River,Creek,SMAR,50.08547338,-116.1859501
BCFWA,707675631,,4175,11993,Khartoum Creek,300-625474-667616,349,1183.123728,Kootenay River > Columbia River,Creek,SMAR,49.61362766,-115.5819911
BCFWA,707717610,,9729,7586,Illecillewaet River,300-746193,360,120834.3368,Columbia River,River,UARL,51.1630926,-117.8471639
BCFWA,706529005,,8610,8647,Canoe River,300-826265,370,60347.0056,Columbia River,River,CANO,52.71233025,-119.3993211
BCFWA,707002535,,10342,39363,Kicking Horse River,300-906313,380,184717.209,Columbia River,River,KHOR,51.33338363,-116.5514504
BCFWA,123042864,,4300,36480,Clay Creek,400-117071,400,3215.060296,Skeena River,Creek,LSKE,54.295769,-129.1166188
BCFWA,123065564,,5365,2936,Skeena River,400,400,5440497.506,,River,LSKE,55.16483129,-127.5950663
BCFWA,141014617,,8222,25386,Sustut River,400-757844,400,357666.1736,Skeena River,River,MSKE,56.4417123,-126.741118
BCFWA,123039760,,4532,3499,Exchamsiks River,400-107640,410,51419.53769,Skeena River,River,LSKE,54.4752558,-129.4600551
BCFWA,123020221,,1076,4903,Lakelse River,400-174068,420,58284.94133,Skeena River,River,LSKE,54.37881258,-128.5127513
BCFWA,87081571,,3978,3942,Kitsumkalum River,400-195432,430,228944.8916,Skeena River,River,KLUM,54.81247092,-128.9281241
BCFWA,87078680,,5057,3137,Zymoetz River,400-221484,440,302619.6092,Skeena River,River,KLUM,54.52023603,-127.8700792
BCFWA,82069049,,3225,12684,Kitseguecla River,400-396037,450,71443.99191,Skeena River,River,KISP,54.9841946,-127.7543019
BCFWA,82061811,,6499,2195,Bulkley River,400-431358,460,1214300.434,Skeena River,River,KISP,54.50579699,-127.0914345
BCFWA,82055438,,6339,2308,Kispiox River,400-454855,470,210062.6055,Skeena River,River,KISP,55.68816234,-128.210289
BCFWA,141085567,,7665,17687,Babine River,400-536025,480,1044932.407,Skeena River,River,MSKE,55.11935097,-126.4254798
BCFWA,194044544,,11123,38284,Minaret Creek,400-757844-045892,490,4897.268269,Sustut River > Skeena River,Creek,SUST,56.38194811,-127.3129253
BCFWA,111071096,,4962,3206,Nass River,500,500,2148250.016,,River,LNAR,56.06902798,-129.1422408
BCFWA,111071516,,3775,4069,Ksi Hlginx,500-056359,510,57859.71745,Nass River,Unknown,LNAR,54.82177755,-129.5447499
BCFWA,111011379,,273,4674,Cranberry River,500-293978,530,186353.1298,Nass River,River,LNAR,55.40596046,-128.5526319
BCFWA,80012845,,1156,16222,Strohn Creek,500-462445-956992,550,29258.22832,Meziadin River > Nass River,Creek,KINR,56.16987787,-129.5429898
BCFWA,229057499,,6168,2439,Damdochax Creek,500-746105,580,72462.65195,Nass River,Creek,UNAR,56.5972886,-128.184313
BCFWA,124066318,,1567,15430,Stikine River,600,600,4989270.907,,River,LSTR,57.65656201,-130.0642701
BCFWA,224001463,,11533,37577,Kluachon Creek,600-059339-999864,610,688.1594886,Iskut River > Stikine River,Creek,UISR,57.87072768,-130.0044884
BCFWA,70020174,,1827,14897,More Creek,600-059339-517812,610,91236.22348,Iskut River > Stikine River,Creek,ISKR,57.09034027,-130.7541543
BCFWA,240023633,,5654,27329,Spatsizi River,600-756349,690,351615.285,Stikine River,River,USTK,57.45224549,-128.5052768
BCFWA,69090752,,9143,8231,Taku River,700,700,1681355.095,,River,INKR,58.73334034,-132.5105992
BCFWA,69039071,,1980,30926,King Salmon Creek,700-790584,770,35420.51922,Taku River,Creek,INKR,58.72447559,-133.0786452
BCFWA,69012629,,5198,11236,Inklin River,700-998191,780,1046394.735,Taku River,River,INKR,58.57523886,-132.1206961
BCFWA,69062379,,8328,25300,Nahlin River,700-998191-999667,780,389781.797,Inklin River > Taku River,River,INKR,58.73855146,-131.6576723
BCFWA,69017637,,2266,30410,Yeth Creek,700-998191-127974,782,43053.9774,Inklin River > Taku River,Creek,INKR,58.93950978,-132.7380482
BCFWA,69063158,,8226,25385,Sutlahine River,700-998191-463337,785,98724.74844,Inklin River > Taku River,River,INKR,58.53535302,-132.9362268
BCFWA,69062444,,936,22821,Sheslay River,700-998191-999517,789,334138.8891,Inklin River > Taku River,River,INKR,58.27825837,-132.1122892
BCFWA,69012533,,9041,16492,Nakina River,700-999247,790,402559.4076,Taku River,River,INKR,59.14862448,-132.9772511
BCFWA,203000178,,5805,2670,Teslin River,800-901317,810,1323768.901,,River,TESR,59.56804878,-131.7384116
BCFWA,195005703,,4674,27982,Smart River,800-901317-630554-417745,818,7868.227689,Swift River > Teslin River,River,SWIR,59.97252879,-131.7261139
BCFWA,94000855,,805,25396,Takhini River,800-995702,820,27334.57234,,River,KUSR,59.92821334,-135.8335844
BCFWA,212008240,,2547,29933,Tutshi River,800-936764-683380,836,97599.58751,,River,TUTR,59.81518532,-134.760272
BCFWA,212052034,,6442,18628,Fantail River,800-936764-877337,838,88609.91259,,River,TUTR,59.54265709,-134.693072
BCFWA,212066320,,6830,1934,Wann River,800-936764-936171,839,31863.71024,,River,TUTR,59.35588815,-134.2421224
BCFWA,201078557,,9333,8015,Alsek River,990,990,830686.1119,,River,TATR,59.66862255,-137.4892583
BCFWA,701644959,,10435,22880,McDonald Slough,100-001499,100-001000,1139.705585,Fraser River,Slough,LFRA,49.19769717,-123.173858
BCFWA,701652327,,11246,5325,London Slough,100-002378,100-002500,224.2755022,Fraser River,Slough,LFRA,49.09256168,-123.1673994
BCFWA,701652757,,9785,23895,Tamboline Slough,100-002572,100-002600,177.0018961,Fraser River,Slough,LFRA,49.08764787,-123.151859
BCFWA,701652790,,7228,18046,Cohilukthan Slough,100-004635,100-005200,3100.705711,Fraser River,Slough,LFRA,49.07686078,-123.03992
BCFWA,701651673,,2971,12887,Crescent Slough,100-005065,100-006000,1865.819624,Fraser River,Slough,LFRA,49.10190812,-123.0289652
BCFWA,701650983,,1228,16081,Deas Slough,100-005650,100-006000,757.6800551,Fraser River,Slough,LFRA,49.1260124,-123.0261916
BCFWA,701648275,,8590,8664,Cougar Canyon Creek,100-014101,100-014500,1268.424249,Fraser River,Creek,LFRA,49.13864572,-122.9017534
BCFWA,701647397,,3757,12271,Gundersen Slough,100-015431,100-015800,538.9456266,Fraser River,Slough,LFRA,49.16432174,-122.9114405
BCFWA,701644035,,6925,10070,Brunette River,100-019698,100-020100,7421.595394,Fraser River,River,LFRA,49.25228069,-122.9561168
BCFWA,701642938,,2911,37503,Austin Creek,100-019698-464588,100-020100-45400,205.8441728,Brunette River > Fraser River,Creek,LFRA,49.25278311,-122.8890507
BCFWA,701642732,,1539,15480,Stoney Creek,100-019698-561179,100-020100-56600,650.6827976,Brunette River > Fraser River,Creek,LFRA,49.26591253,-122.9003999
BCFWA,701642883,,1565,15431,Still Creek,100-019698-961269,100-020100-95100,2577.359961,Brunette River > Fraser River,Creek,LFRA,49.26295784,-123.0028247
BCFWA,,,11575,24674,Taylor Slough,999-999999-999999-999999-999999-999999-999999-999999-999999-999999-999999-999999-999999-999999-999999-999999-999999-999999-999999-999999-999999,100-020100-95100,37.61648518,Mark Creek > St. Mary River > Kootenay River > Columbia River,Slough,,49.68172142,-115.9729675
BCFWA,701643528,,11520,37595,Nelson Creek,100-019698-194371,100-021400,215.6914465,Brunette River > Fraser River,Creek,LFRA,49.24212483,-122.8683969
BCFWA,701644068,,8565,8683,Barker Creek,100-021351,100-021900,294.5361845,Fraser River,Creek,LFRA,49.19852453,-122.8500748
BCFWA,701643791,,2883,37521,Como Creek,100-021505,100-022200,916.5016031,Fraser River,Creek,LFRA,49.2458325,-122.8497527
BCFWA,701643315,,2895,37512,Booth Creek,100-021505-407092,100-022200-35600,287.9708885,Como Creek > Fraser River,Creek,LFRA,49.24982814,-122.8412097
BCFWA,701643102,,11527,37583,MacDonald Creek,100-021505-500881,100-022200-35600-25300,51.71508579,Como Creek > Fraser River,Creek,LFRA,49.24799334,-122.8467404
BCFWA,701643626,,4418,19986,Coquitlam River,100-023788,100-024500,26238.12626,Fraser River,River,LFRA,49.41145049,-122.7639514
BCFWA,701642018,,9458,24243,Scott Creek,100-023788-113399,100-024500-11000,1623.537139,Coquitlam River > Fraser River,Creek,LFRA,49.2918014,-122.8048289
BCFWA,701641194,,11306,21605,Hoy Creek,100-023788-113399-243156,100-024500-11000-31000,666.1420845,Scott Creek > Coquitlam River > Fraser River,Creek,LFRA,49.29757271,-122.7977693
BCFWA,701638729,,7033,34566,Marquart Creek,100-023788-270912,100-024500-27400,71.27790152,Coquitlam River > Fraser River,Creek,LFRA,49.31706296,-122.7783529
BCFWA,701638505,,11516,37603,Pritchett Creek,100-023788-278991,100-024500-28000,472.5432099,Coquitlam River > Fraser River,Creek,LFRA,49.32743885,-122.7390916
BCFWA,701638042,,10610,22642,Partridge Creek,100-023788-292677,100-024500-29300,132.7787672,Coquitlam River > Fraser River,Creek,LFRA,49.32312007,-122.7877007
BCFWA,701637661,,666,34563,Mantle Creek,100-023788-307648,100-024500-30900,58.67500572,Coquitlam River > Fraser River,Creek,LFRA,49.32942626,-122.7827063
BCFWA,701636407,,8834,24850,Or Creek,100-023788-346702,100-024500-34800,2128.16383,Coquitlam River > Fraser River,Creek,LFRA,49.36854204,-122.7203048
BCFWA,701633516,,10744,38801,Blakeny Creek,100-023788-438731,100-024500-44800,2659.460337,Coquitlam River > Fraser River,Creek,LFRA,49.40166498,-122.7261683
BCFWA,701641350,,5874,19016,Fenton Road Slough,100-025956-057184-069008,100-026700,542.2048105,Alouette River > Pitt River > Fraser River,Slough,LFRA,49.27650726,-122.6696215
BCFWA,701643476,,9761,7551,Pitt River,100-025956,100-026700,168191.0115,Fraser River,River,LFRA,49.55294952,-122.6382864
BCFWA,701643381,,6999,18209,Baker Creek,100-025956-003176,100-026700-00100,71.41103032,Pitt River > Fraser River,Creek,LFRA,49.23634681,-122.776153
BCFWA,701642745,,5001,11374,Katzie Slough,100-025956-028328,100-026700-02800,3322.944249,Pitt River > Fraser River,Slough,LFRA,49.23189926,-122.6933767
BCFWA,701642804,,3038,12828,Cranberry Slough,100-025956-028328-056167,100-026700-02800-02000,872.6090332,Katzie Slough > Pitt River > Fraser River,Slough,LFRA,49.24973757,-122.6834293
BCFWA,701642975,,5318,19351,Cook Slough,100-025956-028328-245305,100-026700-02800-20600,66.11029591,Katzie Slough > Pitt River > Fraser River,Slough,LFRA,49.22952769,-122.7104138
BCFWA,701642861,,2598,29850,Tulley Slough,100-025956-028328-277925,100-026700-02800-24100,143.4777161,Katzie Slough > Pitt River > Fraser River,Slough,LFRA,49.22766241,-122.6992294
BCFWA,701642612,,7992,25581,McKenny Creek,100-025956-057184-164199,100-026700-02800-56100,496.1713975,Alouette River > Pitt River > Fraser River,Creek,LFRA,49.22671668,-122.6417274
BCFWA,701641635,,7502,9630,Alouette River,100-025956-057184,100-026700-06000,33099.03145,Pitt River > Fraser River,River,LFRA,49.33812273,-122.4781999
BCFWA,701641441,,929,39404,North Alouette River,100-025956-057184-074570,100-026700-06000-06400,6894.621425,Alouette River > Pitt River > Fraser River,River,LFRA,49.29461444,-122.5718798
BCFWA,701641183,,2493,13643,Blaney Creek,100-025956-057184-074570-114339,100-026700-06000-06400-0860,2678.006528,North Alouette River > Alouette River > Pitt River > Fraser River,Creek,LFRA,49.28380932,-122.5897642
BCFWA,701641109,,7991,25582,McKenzie Creek,100-025956-057184-074570-114339-098966,100-026700-06000-06400-0860-1006,133.0130175,Blaney Creek > North Alouette River > Alouette River > Pitt River > Fraser River,Creek,LFRA,49.279954,-122.6146857
BCFWA,701641505,,861,24455,Donegani Creek,100-025956-057184-074570-114339-282013,100-026700-06000-06400-0860-2860,346.804159,Blaney Creek > North Alouette River > Alouette River > Pitt River > Fraser River,Creek,LFRA,49.2810547,-122.5924479
BCFWA,701641485,,6771,34740,Spring Creek,100-025956-057184-074570-114339-311203,100-026700-06000-06400-0860-3190,602.7229233,Blaney Creek > North Alouette River > Alouette River > Pitt River > Fraser River,Creek,LFRA,49.27368825,-122.5766417
BCFWA,701639575,,7347,17962,Loon Creek,100-025956-057184-074570-114339-640431,100-026700-06000-06400-0860-6540,409.1043368,Blaney Creek > North Alouette River > Alouette River > Pitt River > Fraser River,Creek,LFRA,49.31067137,-122.5863145
BCFWA,701638242,,8485,16968,Jacobs Creek,100-025956-057184-074570-997122,100-026700-06000-06400-6710,1237.689745,North Alouette River > Alouette River > Pitt River > Fraser River,Creek,LFRA,49.33146668,-122.5512145
BCFWA,701637883,,11199,38140,Mayfly Creek,100-025956-057184-074570-997122-179289,100-026700-06000-06400-6710-4330,277.4061502,Jacobs Creek > North Alouette River > Alouette River > Pitt River > Fraser River,Creek,LFRA,49.32622899,-122.5304028
BCFWA,701637066,,7063,34552,Gwendoline Creek,100-025956-057184-074570-997122-538682,100-026700-06000-06400-6710-6540,520.7392914,Jacobs Creek > North Alouette River > Alouette River > Pitt River > Fraser River,Creek,LFRA,49.33755431,-122.5645922
BCFWA,701637912,,11402,37832,Viking Creek,100-025956-057184-581443,100-026700-06000-58900,227.5476465,Alouette River > Pitt River > Fraser River,Creek,LFRA,49.32651998,-122.4742994
BCFWA,701637218,,8306,17129,Gold Creek,100-025956-057184-604310,100-026700-06000-60900,8951.286613,Alouette River > Pitt River > Fraser River,Creek,LFRA,49.40939793,-122.4359432
BCFWA,701635625,,550,11208,Evans Creek,100-025956-057184-604310-118044,100-026700-06000-60900-1010,448.1953198,Gold Creek > Alouette River > Pitt River > Fraser River,Creek,LFRA,49.34516183,-122.4842893
BCFWA,701635439,,1405,15778,Moyer Creek,100-025956-057184-676911,100-026700-06000-68600,2056.077638,Alouette River > Pitt River > Fraser River,Creek,LFRA,49.38146013,-122.4008615
BCFWA,701641059,,1221,16088,De Boville Slough,100-025956-070515,100-026700-07200,1590.612571,Pitt River > Fraser River,Slough,LFRA,49.29743571,-122.7386175
BCFWA,701640540,,11518,37601,Partington Creek,100-025956-070515-998174,100-026700-07200,617.2071296,De Boville Slough > Pitt River > Fraser River,Creek,LFRA,49.30605737,-122.7261407
BCFWA,701640550,,999,22345,Hyde Creek,100-025956-070515-996760,100-026700-07200-97700,784.6513041,De Boville Slough > Pitt River > Fraser River,Creek,LFRA,49.29490397,-122.75015
BCFWA,701640743,,4668,27986,Smiling Creek,100-025956-070515-996760-150186,100-026700-07200-97700-1520,212.6900563,Hyde Creek > De Boville Slough > Pitt River > Fraser River,Creek,LFRA,49.29650399,-122.743673
BCFWA,701640839,,2848,37571,Irvine Creek,100-025956-073866-166477,100-026700-07300,92.59785259,McLean Creek > Pitt River > Fraser River,Creek,LFRA,49.28847529,-122.7148555
BCFWA,701640908,,11524,37586,McLean Creek,100-025956-073866,100-026700-07600,540.5976705,Pitt River > Fraser River,Creek,LFRA,49.29586685,-122.7040031
BCFWA,701639789,,1142,16259,Sturgeon Slough,100-025956-107671-162075,100-026700-11600,2290.457864,Pitt River > Fraser River,Slough,LFRA,49.30323181,-122.6286734
BCFWA,701638534,,5423,19285,MacIntyre Creek,100-025956-135412,100-026700-13700,687.3483564,Pitt River > Fraser River,Creek,LFRA,49.32342338,-122.7038662
BCFWA,701638268,,3512,20633,Deiner Creek,100-025956-135412-338500,100-026700-13700-42500,222.6389468,MacIntyre Creek > Pitt River > Fraser River,Creek,LFRA,49.33258621,-122.701051
BCFWA,701637985,,11480,37695,Quarry Slough,100-025956-145407,100-026700-14900,103.1308377,Pitt River > Fraser River,Slough,LFRA,49.31720332,-122.6534356
BCFWA,701637650,,1358,15843,Munro Creek,100-025956-150287,100-026700-15200,471.3818731,Pitt River > Fraser River,Creek,LFRA,49.34219615,-122.6902964
BCFWA,,,1083,37665,Catbird Slough,100-025956-184412,100-026700-19100,986.7995902,Pitt River > Fraser River,Slough,,49.33717646,-122.6041162
BCFWA,701634824,,5319,2966,Widgeon Creek,100-025956-183905,100-026700-19300,7567.819913,Pitt River > Fraser River,Creek,LFRA,49.41774033,-122.6473795
BCFWA,701629535,,10739,38804,Hanging Creek,100-025956-183905-363170,100-026700-19300-36400,785.5598339,Widgeon Creek > Pitt River > Fraser River,Creek,LFRA,49.40443371,-122.6705612
BCFWA,701633707,,1593,15390,Stephenson Creek,100-025956-225501,100-026700-22800,132.1099099,Pitt River > Fraser River,Creek,LFRA,49.35527057,-122.5624205
BCFWA,701629801,,3573,28784,Raven Creek,100-025956-269577,100-026700-27500,2464.457428,Pitt River > Fraser River,Creek,LFRA,49.37466183,-122.5171727
BCFWA,701628470,,1651,15260,Dark Creek,100-025956-279531,100-026700-28700,494.4696437,Pitt River > Fraser River,Creek,LFRA,49.43185959,-122.5985592
BCFWA,701626838,,5775,27262,McSween Creek,100-025956-302289,100-026700-31200,382.2300222,Pitt River > Fraser River,Creek,LFRA,49.42136212,-122.4882213
BCFWA,701626427,,3859,20396,Neill Creek,100-025956-303987,100-026700-31700,640.477212,Pitt River > Fraser River,Creek,LFRA,49.44510374,-122.4788683
BCFWA,701626314,,4937,44180,Williams Creek,100-025956-306950,100-026700-32300,81.64334123,Pitt River > Fraser River,Creek,LFRA,49.44396595,-122.5081054
BCFWA,701625356,,3518,20629,Defrauder Creek,100-025956-315690,100-026700-32600,917.1292988,Pitt River > Fraser River,Creek,LFRA,49.45323511,-122.5960936
BCFWA,701623837,,8792,24886,Osprey Creek,100-025956-331393,100-026700-34400,2063.725471,Pitt River > Fraser River,Creek,LFRA,49.47229166,-122.461662
BCFWA,701622035,,3731,12288,Gurney Creek,100-025956-351686,100-026700-36600,3865.231417,Pitt River > Fraser River,Creek,LFRA,49.51774895,-122.4966355
BCFWA,701622140,,8276,17151,Ashby Creek,100-025956-364949,100-026700-37600,378.2392231,Pitt River > Fraser River,Creek,LFRA,49.46977229,-122.5855313
BCFWA,701619634,,1223,16087,DeBeck Creek,100-025956-394164,100-026700-40800,4968.085579,Pitt River > Fraser River,Creek,LFRA,49.51209724,-122.6721915
BCFWA,701618344,,8995,8333,Vickers Creek,100-025956-405740,100-026700-42200,3908.210511,Pitt River > Fraser River,Creek,LFRA,49.56527232,-122.5253535
BCFWA,701608022,,7076,1774,Fish Hatchery Creek,100-025956-522180,100-026700-54900,1672.685442,Pitt River > Fraser River,Creek,LFRA,49.60235564,-122.58145
BCFWA,701607105,,4411,19995,Corbold Creek,100-025956-537523,100-026700-56400,10280.47721,Pitt River > Fraser River,Creek,LFRA,49.67046049,-122.5877996
BCFWA,701606614,,10768,38779,Boise Creek,100-025956-550352,100-026700-57400,6892.075809,Pitt River > Fraser River,Creek,LFRA,49.59860016,-122.7534778
BCFWA,701608246,,3442,37082,Bull Creek,100-025956-550352-359631,100-026700-57400-35900,2374.741483,Boise Creek > Pitt River > Fraser River,Creek,LFRA,49.57854075,-122.7410897
BCFWA,701604844,,9843,23798,Homer Creek,100-025956-594422,100-026700-62700,2417.662736,Pitt River > Fraser River,Creek,LFRA,49.64359952,-122.760817
BCFWA,701602591,,10186,23203,Pinecone Creek,100-025956-635956,100-026700-66700,2541.804576,Pitt River > Fraser River,Creek,LFRA,49.66825595,-122.7878475
BCFWA,701602215,,1584,15400,Steve Creek,100-025956-646623,100-026700-68000,1956.495557,Pitt River > Fraser River,Creek,LFRA,49.6926114,-122.7704138
